seriesID,state,industry_name,year,period,value
JTS000000040000000JOR,Arizona,Total nonfarm,2024,M04,5.4
JTS000000040000000JOR,Arizona,Total nonfarm,2024,M03,4.3
JTS000000040000000JOR,Arizona,Total nonfarm,2024,M02,5.5
JTS000000040000000JOR,Arizona,Total nonfarm,2024,M01,4.6
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M12,4.9
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M11,5.3
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M10,5.3
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M09,5.6
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M08,5.8
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M07,5.8
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M06,5.5
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M05,5.6
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M04,7.4
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M03,6.4
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M02,6.1
JTS000000040000000JOR,Arizona,Total nonfarm,2023,M01,6.4
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M12,6.6
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M11,6.8
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M10,6.9
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M09,7.0
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M08,6.7
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M07,7.3
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M06,6.9
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M05,7.2
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M04,7.2
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M03,7.9
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M02,7.6
JTS000000040000000JOR,Arizona,Total nonfarm,2022,M01,7.5
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M12,7.2
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M11,6.7
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M10,6.5
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M09,6.5
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M08,7.1
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M07,6.8
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M06,6.8
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M05,7.1
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M04,6.3
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M03,6.0
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M02,5.9
JTS000000040000000JOR,Arizona,Total nonfarm,2021,M01,5.2
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M12,5.4
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M11,5.0
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M10,5.1
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M09,5.2
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M08,5.1
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M07,4.7
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M06,4.9
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M05,5.1
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M04,4.4
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M03,4.3
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M02,5.0
JTS000000040000000JOR,Arizona,Total nonfarm,2020,M01,5.0
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M08,5.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M07,5.1
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M06,5.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M05,5.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M04,5.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M03,5.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M02,5.6
JTS000000050000000JOR,Arkansas,Total nonfarm,2024,M01,5.5
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M12,5.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M11,5.6
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M10,5.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M09,6.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M08,5.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M07,4.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M06,6.1
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M05,6.2
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M04,6.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M03,6.6
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M02,6.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2023,M01,6.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M12,6.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M11,6.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M10,6.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M09,6.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M08,6.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M07,7.2
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M06,7.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M05,7.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M04,7.5
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M03,7.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M02,6.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2022,M01,6.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M12,6.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M11,6.1
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M10,6.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M09,7.0
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M08,7.5
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M07,6.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M06,6.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M05,5.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M04,6.0
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M03,5.9
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M02,4.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2021,M01,5.0
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M12,4.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M11,4.8
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M10,4.5
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M09,4.4
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M08,4.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M07,4.6
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M06,3.6
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M05,3.7
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M04,4.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M03,4.1
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M02,4.3
JTS000000050000000JOR,Arkansas,Total nonfarm,2020,M01,4.7
JTS000000060000000JOR,California,Total nonfarm,2024,M08,3.4
JTS000000060000000JOR,California,Total nonfarm,2024,M07,3.4
JTS000000060000000JOR,California,Total nonfarm,2024,M06,3.4
JTS000000060000000JOR,California,Total nonfarm,2024,M05,3.8
JTS000000060000000JOR,California,Total nonfarm,2024,M04,3.2
JTS000000060000000JOR,California,Total nonfarm,2024,M03,3.8
JTS000000060000000JOR,California,Total nonfarm,2024,M02,4.5
JTS000000060000000JOR,California,Total nonfarm,2024,M01,4.1
JTS000000060000000JOR,California,Total nonfarm,2023,M12,4.7
JTS000000060000000JOR,California,Total nonfarm,2023,M11,4.1
JTS000000060000000JOR,California,Total nonfarm,2023,M10,3.9
JTS000000060000000JOR,California,Total nonfarm,2023,M09,4.6
JTS000000060000000JOR,California,Total nonfarm,2023,M08,4.9
JTS000000060000000JOR,California,Total nonfarm,2023,M07,4.8
JTS000000060000000JOR,California,Total nonfarm,2023,M06,4.8
JTS000000060000000JOR,California,Total nonfarm,2023,M05,4.6
JTS000000060000000JOR,California,Total nonfarm,2023,M04,5.5
JTS000000060000000JOR,California,Total nonfarm,2023,M03,4.9
JTS000000060000000JOR,California,Total nonfarm,2023,M02,5.0
JTS000000060000000JOR,California,Total nonfarm,2023,M01,5.2
JTS000000060000000JOR,California,Total nonfarm,2022,M12,6.4
JTS000000060000000JOR,California,Total nonfarm,2022,M11,6.3
JTS000000060000000JOR,California,Total nonfarm,2022,M10,6.2
JTS000000060000000JOR,California,Total nonfarm,2022,M09,6.2
JTS000000060000000JOR,California,Total nonfarm,2022,M08,6.1
JTS000000060000000JOR,California,Total nonfarm,2022,M07,7.2
JTS000000060000000JOR,California,Total nonfarm,2022,M06,6.5
JTS000000060000000JOR,California,Total nonfarm,2022,M05,7.2
JTS000000060000000JOR,California,Total nonfarm,2022,M04,6.9
JTS000000060000000JOR,California,Total nonfarm,2022,M03,6.9
JTS000000060000000JOR,California,Total nonfarm,2022,M02,6.9
JTS000000060000000JOR,California,Total nonfarm,2022,M01,6.4
JTS000000060000000JOR,California,Total nonfarm,2021,M12,6.6
JTS000000060000000JOR,California,Total nonfarm,2021,M11,6.6
JTS000000060000000JOR,California,Total nonfarm,2021,M10,6.6
JTS000000060000000JOR,California,Total nonfarm,2021,M09,6.6
JTS000000060000000JOR,California,Total nonfarm,2021,M08,6.4
JTS000000060000000JOR,California,Total nonfarm,2021,M07,6.4
JTS000000060000000JOR,California,Total nonfarm,2021,M06,5.9
JTS000000060000000JOR,California,Total nonfarm,2021,M05,5.5
JTS000000060000000JOR,California,Total nonfarm,2021,M04,5.4
JTS000000060000000JOR,California,Total nonfarm,2021,M03,4.8
JTS000000060000000JOR,California,Total nonfarm,2021,M02,4.5
JTS000000060000000JOR,California,Total nonfarm,2021,M01,4.2
JTS000000060000000JOR,California,Total nonfarm,2020,M12,4.0
JTS000000060000000JOR,California,Total nonfarm,2020,M11,4.2
JTS000000060000000JOR,California,Total nonfarm,2020,M10,4.0
JTS000000060000000JOR,California,Total nonfarm,2020,M09,4.0
JTS000000060000000JOR,California,Total nonfarm,2020,M08,3.9
JTS000000060000000JOR,California,Total nonfarm,2020,M07,4.4
JTS000000060000000JOR,California,Total nonfarm,2020,M06,3.9
JTS000000060000000JOR,California,Total nonfarm,2020,M05,3.9
JTS000000060000000JOR,California,Total nonfarm,2020,M04,3.0
JTS000000060000000JOR,California,Total nonfarm,2020,M03,3.7
JTS000000060000000JOR,California,Total nonfarm,2020,M02,4.2
JTS000000060000000JOR,California,Total nonfarm,2020,M01,4.4
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M08,5.0
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M07,5.8
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M06,6.1
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M05,5.6
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M04,6.1
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M03,6.4
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M02,6.4
JTS000000080000000JOR,Colorado,Total nonfarm,2024,M01,6.1
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M12,6.5
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M11,7.7
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M10,7.3
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M09,6.5
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M08,6.2
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M07,6.0
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M06,6.1
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M05,5.6
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M04,8.1
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M03,7.5
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M02,8.4
JTS000000080000000JOR,Colorado,Total nonfarm,2023,M01,8.4
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M12,8.5
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M11,6.7
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M10,7.9
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M09,6.7
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M08,6.7
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M07,7.2
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M06,7.3
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M05,7.4
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M04,7.3
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M03,7.5
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M02,6.9
JTS000000080000000JOR,Colorado,Total nonfarm,2022,M01,7.3
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M12,7.8
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M11,7.0
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M10,6.8
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M09,7.0
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M08,7.5
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M07,7.4
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M06,8.0
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M05,7.0
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M04,6.5
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M03,5.0
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M02,4.9
JTS000000080000000JOR,Colorado,Total nonfarm,2021,M01,4.8
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M12,3.9
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M11,3.9
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M10,4.0
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M09,4.3
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M08,4.0
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M07,3.9
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M06,3.7
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M05,4.0
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M04,3.9
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M03,3.6
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M02,4.2
JTS000000080000000JOR,Colorado,Total nonfarm,2020,M01,4.3
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M08,4.3
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M07,4.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M06,4.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M05,5.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M04,5.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M03,4.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M02,5.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2024,M01,5.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M12,5.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M11,4.8
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M10,4.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M09,5.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M08,5.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M07,5.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M06,5.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M05,4.7
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M04,5.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M03,5.8
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M02,5.5
JTS000000090000000JOR,Connecticut,Total nonfarm,2023,M01,5.6
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M12,6.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M11,10.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M10,6.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M09,7.3
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M08,6.3
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M07,6.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M06,6.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M05,6.6
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M04,6.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M03,6.5
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M02,6.7
JTS000000090000000JOR,Connecticut,Total nonfarm,2022,M01,5.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M12,6.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M11,6.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M10,6.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M09,5.8
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M08,5.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M07,6.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M06,5.5
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M05,5.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M04,5.6
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M03,5.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M02,4.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2021,M01,4.2
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M12,4.0
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M11,3.7
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M10,3.8
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M09,3.5
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M08,3.5
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M07,3.3
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M06,3.7
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M05,3.4
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M04,3.1
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M03,3.7
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M02,3.9
JTS000000090000000JOR,Connecticut,Total nonfarm,2020,M01,3.8
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M08,5.2
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M07,5.2
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M06,5.2
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M05,5.8
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M04,5.4
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M03,5.6
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M02,6.0
JTS000000100000000JOR,Delaware,Total nonfarm,2024,M01,6.0
JTS000000100000000JOR,Delaware,Total nonfarm,2023,M12,5.6
JTS000000100000000JOR,Delaware,Total nonfarm,2023,M11,5.5
JTS000000100000000JOR,Delaware,Total nonfarm,2023,M10,5.6
