State,Profession,Avg_Score
Colorado,"  Aircraft structure, surfaces, rigging, and systems assemblers",30.117770085532676
Colorado,  Telephone operators,28.690888086456557
Colorado,  Data scientists,25.503036676501324
Colorado,  Camera and photographic equipment repairers,24.762093365437373
Colorado,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",23.90615197011363
Connecticut,  Foundry mold and coremakers,51.54807153700729
Connecticut,"  Roof bolters, mining",46.275578392356415
Connecticut,"  Loading and moving machine operators, underground mining",39.034016392234925
Connecticut,  Telephone operators,35.615994407925015
Connecticut,"  Model makers, metal and plastic",34.34658978667927
Connecticut,  Engine and other machine assemblers,32.57866890345436
Connecticut,"  Grinding and polishing workers, hand",31.90327106563294
Connecticut,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",31.64539534216724
Connecticut,"  Aircraft structure, surfaces, rigging, and systems assemblers",25.085920297677074
Connecticut,  Manufactured building and mobile home installers,23.78019783584988
Delaware,"  Roof bolters, mining",74.23602997844631
Delaware,  Word processors and typists,73.88684359423466
Delaware,  File clerks,44.970471410425525
Delaware,"  Patternmakers, metal and plastic",42.097567239808306
Delaware,  Nurse practitioners,37.83588317695704
Delaware,  Engine and other machine assemblers,35.97511347054161
Delaware,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",33.76349314553218
Delaware,"  Forging machine setters, operators, and tenders, metal and plastic",27.61951222833172
Delaware,  Telephone operators,26.68657923224502
Delaware,  Structural metal fabricators and fitters,25.788205960792297
District of Columbia,  Nurse practitioners,30.205357033475437
District of Columbia,"  Cutters and trimmers, hand",29.308404470826115
District of Columbia,  Telephone operators,28.541913158522934
District of Columbia,  Word processors and typists,27.225321146800418
District of Columbia,"  Switchboard operators, including answering service",25.592245876944038
District of Columbia,  Camera and photographic equipment repairers,23.674880787221465
District of Columbia,  Foundry mold and coremakers,22.954741202585982
District of Columbia,  Tellers,21.904433211456688
District of Columbia,"  Loading and moving machine operators, underground mining",20.807980672076066
District of Columbia,"  Patternmakers, metal and plastic",20.05755831935371
Florida,"  Switchboard operators, including answering service",58.425417965514455
Florida,  Word processors and typists,41.87441513166981
Florida,  File clerks,35.58220408508931
Florida,  Data entry keyers,33.564112366518195
Florida,"  Model makers, metal and plastic",33.23442501624633
Florida,  Print binding and finishing workers,29.58650927676774
Florida,  Telemarketers,27.74615356430006
Florida,  Payroll and timekeeping clerks,27.19698827697941
Florida,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",25.99220760710199
Florida,  Manufactured building and mobile home installers,25.7964961294479
Georgia,"  Model makers, metal and plastic",59.9958441576865
Georgia,"  Roof bolters, mining",51.326341810613556
Georgia,"  Patternmakers, metal and plastic",47.76547951512938
Georgia,  Manufactured building and mobile home installers,39.34052257544324
Georgia,  Timing device assemblers and adjusters,38.937242360480504
Georgia,  Data entry keyers,38.84311911755562
Georgia,  Word processors and typists,38.47536306068086
Georgia,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",37.15687286502811
Georgia,  Foundry mold and coremakers,37.09488845879515
Georgia,"  Cutters and trimmers, hand",35.221620779814025
Hawaii,"  Refractory materials repairers, except brickmasons",31.48361206148987
Hawaii,  Engine and other machine assemblers,26.65524721021166
Hawaii,  Nurse practitioners,26.139070970588218
Hawaii,  Word processors and typists,26.135074554833192
Hawaii,  File clerks,24.15813447294629
Hawaii,"  Loading and moving machine operators, underground mining",19.75503710981615
Hawaii,  Timing device assemblers and adjusters,17.30766934602892
Hawaii,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",14.92187133188343
Hawaii,  New accounts clerks,13.341045592635469
Hawaii,  Tellers,12.597954595211753
Idaho,  Telephone operators,48.9402304322247
Idaho,"  Roof bolters, mining",31.95638340530934
Idaho,  Timing device assemblers and adjusters,30.796922620596593
Idaho,  Nurse practitioners,29.020318999132243
Idaho,  Foundry mold and coremakers,28.01759917732183
Idaho,"  Office machine operators, except computer",27.945045735400345
Idaho,"  Cutters and trimmers, hand",27.682386394180313
Idaho,  Payroll and timekeeping clerks,26.890573719219052
Idaho,"  Grinding and polishing workers, hand",26.833346649173585
Idaho,  Data entry keyers,26.134223882321365
Illinois,  Word processors and typists,48.48188745247665
Illinois,"  Loading and moving machine operators, underground mining",38.234018490975885
Illinois,  Engine and other machine assemblers,30.629664146492193
Illinois,  Nurse practitioners,26.477652996289972
Illinois,  Order clerks,26.23043744546847
Illinois,  Foundry mold and coremakers,23.47116802761999
Illinois,  Camera and photographic equipment repairers,21.56130564156214
Illinois,  File clerks,21.50278174445445
Illinois,"  Cutters and trimmers, hand",21.01268144259716
Illinois,  Medical and health services managers,19.903652205845763
Iowa,  Camera and photographic equipment repairers,35.71786776122515
Iowa,  Structural metal fabricators and fitters,34.05118036125006
Iowa,  Data entry keyers,33.421464326961164
Iowa,"  Refractory materials repairers, except brickmasons",30.128535685708055
Iowa,"  Forging machine setters, operators, and tenders, metal and plastic",29.47668756795238
Iowa,  Data scientists,29.252373819689577
Iowa,  Manufactured building and mobile home installers,28.873606446608402
Iowa,"  Aircraft structure, surfaces, rigging, and systems assemblers",26.065210652030938
Iowa,  Tellers,25.230910287283088
Iowa,"  Cutters and trimmers, hand",24.546562685248478
Kansas,  Camera and photographic equipment repairers,29.857968029813108
Kansas,"  Aircraft structure, surfaces, rigging, and systems assemblers",29.781380922985885
Kansas,  Prepress technicians and workers,29.408383305441866
Kansas,"  Model makers, metal and plastic",28.454052012917906
Kansas,  Data entry keyers,25.268553428059807
Kansas,"  Forging machine setters, operators, and tenders, metal and plastic",24.627614460460258
Kansas,"  Loading and moving machine operators, underground mining",23.91489826470504
Kansas,  Print binding and finishing workers,23.515762550425222
Kansas,"  Refractory materials repairers, except brickmasons",22.55241625013802
Kansas,  Foundry mold and coremakers,19.639999427060715
Kentucky,"  Cutters and trimmers, hand",56.444937319863214
Kentucky,"  Loading and moving machine operators, underground mining",39.177982218710035
Kentucky,  Data entry keyers,35.598043194015446
Kentucky,"  Model makers, metal and plastic",30.645526323196705
Kentucky,  Veterinary technologists and technicians,29.184968891872398
Kentucky,  Manufactured building and mobile home installers,27.663150803214076
Kentucky,"  Grinding and polishing workers, hand",27.101384872904465
Kentucky,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",24.82991414329225
Kentucky,  Engine and other machine assemblers,23.594564865580885
Kentucky,  Telephone operators,22.55539544891464
Louisiana,  Engine and other machine assemblers,60.47896256280864
Louisiana,  Data entry keyers,50.828656959832124
Louisiana,"  Roof bolters, mining",42.737679031492384
Louisiana,  Word processors and typists,38.828299467571355
Louisiana,  New accounts clerks,29.282076326429443
Louisiana,"  Loading and moving machine operators, underground mining",29.07056079337832
Louisiana,  Prepress technicians and workers,23.930643770934907
Louisiana,"  Model makers, metal and plastic",23.297405831267035
Louisiana,"  Patternmakers, metal and plastic",20.40165890897042
Louisiana,"  Grinding and polishing workers, hand",19.23665561174075
Maine,  Word processors and typists,52.700870499413064
Maine,  Foundry mold and coremakers,43.05800701656978
Maine,"  Roof bolters, mining",40.58320182194634
Maine,  Data entry keyers,39.69161289838248
Maine,  Print binding and finishing workers,36.48844275433554
Maine,  Telephone operators,36.044297339401275
Maine,  Manufactured building and mobile home installers,35.16577490916486
Maine,  Prepress technicians and workers,35.153948317604105
Maine,  Telemarketers,28.62579451432766
Maine,"  Cutters and trimmers, hand",26.84284236241554
Massachusetts,  Prepress technicians and workers,39.820230508374706
Massachusetts,"  Roof bolters, mining",38.721201792858984
Massachusetts,  Telephone operators,37.85493299058108
Massachusetts,"  Model makers, metal and plastic",36.41302499814124
Massachusetts,  Telemarketers,35.13893026787528
Massachusetts,  Manufactured building and mobile home installers,34.595833303496065
Massachusetts,  Data entry keyers,33.83501139650405
Massachusetts,"  Refractory materials repairers, except brickmasons",32.54916815701545
Massachusetts,"  Patternmakers, metal and plastic",29.428560516011682
Massachusetts,  Payroll and timekeeping clerks,29.277222923533838
Michigan,  Word processors and typists,70.15474741220278
Michigan,"  Switchboard operators, including answering service",34.03421028809238
Michigan,  Telephone operators,29.086183815329615
Michigan,  Payroll and timekeeping clerks,27.070144282115752
Michigan,  Telemarketers,26.46906458335341
Michigan,"  Patternmakers, metal and plastic",24.94581470387887
Michigan,  Nurse practitioners,24.35054035772391
Michigan,  Order clerks,24.01695614655874
Michigan,  Data entry keyers,21.660415660243455
Michigan,  Manufactured building and mobile home installers,21.29998134483144
Minnesota,"  Grinding and polishing workers, hand",46.04241234000709
Minnesota,  Data entry keyers,42.47870189105892
Minnesota,  Telemarketers,39.262267968634816
Minnesota,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",36.8391331066136
Minnesota,"  Roof bolters, mining",32.107514694873636
Minnesota,  Foundry mold and coremakers,24.211070787544337
Minnesota,  Data scientists,22.020153363697926
Minnesota,  Nurse practitioners,21.921701708301057
Minnesota,  File clerks,21.4086147823536
Minnesota,"  Office machine operators, except computer",20.905703871352856
Mississippi,"  Patternmakers, metal and plastic",38.4503806713334
Mississippi,  Word processors and typists,38.182190522785376
Mississippi,"  Loading and moving machine operators, underground mining",33.22830968634269
Mississippi,  Telephone operators,31.72646223025854
Mississippi,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",31.70347132254887
Mississippi,"  Roof bolters, mining",31.274336109609724
Mississippi,"  Switchboard operators, including answering service",28.94565406859348
Mississippi,  Engine and other machine assemblers,27.535010428790034
Mississippi,  Tellers,26.876644290213257
Mississippi,"  Grinding and polishing workers, hand",26.51737286321754
Missouri,"  Roof bolters, mining",63.5894882575626
Missouri,  Word processors and typists,52.59189119510861
Missouri,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",41.09783374440084
Missouri,  Order clerks,39.45002430183227
Missouri,  Camera and photographic equipment repairers,34.76936403243084
Missouri,  Nurse practitioners,30.01777690219915
Missouri,  Telemarketers,26.25848390499352
Missouri,"  Forging machine setters, operators, and tenders, metal and plastic",23.69282165076518
Missouri,  Foundry mold and coremakers,22.85746735692368
Missouri,"  Patternmakers, metal and plastic",18.428298057883133
Montana,"  Roof bolters, mining",48.87499378620242
Montana,"  Switchboard operators, including answering service",47.25251992107685
Montana,  Telephone operators,39.949845491500106
Montana,  Engine and other machine assemblers,37.914754231667935
Montana,"  Cutters and trimmers, hand",37.52329933394421
Montana,  Data entry keyers,34.97773662883183
Montana,  Structural metal fabricators and fitters,30.335797768373006
Montana,  New accounts clerks,27.750408005115567
Montana,"  Refractory materials repairers, except brickmasons",24.185653376977974
Montana,"  Loading and moving machine operators, underground mining",23.947912938854177
Nebraska,  Word processors and typists,53.68376923708809
Nebraska,  Telephone operators,47.64353630577404
Nebraska,  Print binding and finishing workers,34.230968853377384
Nebraska,  Order clerks,27.846113812009897
Nebraska,  Engine and other machine assemblers,23.839273266369005
Nebraska,  Information security analysts,20.7307290535266
Nebraska,  Tellers,18.802808360469772
Nebraska,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",18.50834001185753
Nebraska,"  Office machine operators, except computer",18.34478660936259
Nebraska,"  Loading and moving machine operators, underground mining",17.600397572972604
Nevada,  Telephone operators,62.68498077212588
Nevada,  Data entry keyers,27.925339312435106
Nevada,"  Forging machine setters, operators, and tenders, metal and plastic",27.69292086727091
Nevada,"  Model makers, metal and plastic",24.901072804307454
Nevada,  Camera and photographic equipment repairers,24.853017873056103
Nevada,  Word processors and typists,23.282596108119055
Nevada,  Nurse practitioners,19.18858621555738
Nevada,"  Patternmakers, metal and plastic",18.5097387730042
Nevada,  Print binding and finishing workers,15.78752988786392
Nevada,  Structural metal fabricators and fitters,15.720826279217176
New Hampshire,"  Patternmakers, metal and plastic",40.174611427053755
New Hampshire,  Manufactured building and mobile home installers,39.695868535656786
New Hampshire,  Nurse practitioners,35.42253719395381
New Hampshire,"  Cutters and trimmers, hand",30.771932784739935
New Hampshire,  Engine and other machine assemblers,29.598032753942245
New Hampshire,  Medical and health services managers,24.859891247659206
New Hampshire,  Telephone operators,24.00265081416269
New Hampshire,"  Forging machine setters, operators, and tenders, metal and plastic",23.33079894379961
New Hampshire,"  Switchboard operators, including answering service",23.1011576798327
New Hampshire,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",22.979039600032912
New Jersey,  Foundry mold and coremakers,38.526237805809174
New Jersey,"  Refractory materials repairers, except brickmasons",32.27587826989494
New Jersey,  Nurse practitioners,31.55871102367949
New Jersey,"  Grinding and polishing workers, hand",21.892406149256065
New Jersey,  Word processors and typists,21.77849912016652
New Jersey,"  Patternmakers, metal and plastic",21.33347564177126
New Jersey,  Engine and other machine assemblers,18.69635904277451
New Jersey,"  Loading and moving machine operators, underground mining",18.540908999030673
New Jersey,  Data scientists,17.67525318514816
New Jersey,  Print binding and finishing workers,16.83041001594148
New Mexico,"  Loading and moving machine operators, underground mining",51.81301020392287
New Mexico,"  Aircraft structure, surfaces, rigging, and systems assemblers",47.10972054901383
New Mexico,"  Switchboard operators, including answering service",38.08533444694866
New Mexico,"  Roof bolters, mining",36.34846823168361
New Mexico,  Engine and other machine assemblers,31.565381959797595
New Mexico,  Prepress technicians and workers,28.090795816534147
New Mexico,  Nurse practitioners,27.63190355233714
New Mexico,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",23.73080644171138
New Mexico,  Print binding and finishing workers,23.376902813697164
New Mexico,  Medical and health services managers,22.535172120821123
New York,  Data scientists,32.80728050635308
New York,  Nurse practitioners,29.305086810490174
New York,"  Loading and moving machine operators, underground mining",27.65591805341173
New York,  Word processors and typists,26.04964705002803
New York,"  Grinding and polishing workers, hand",24.804780831327342
New York,  Print binding and finishing workers,21.677033922893123
New York,  Wind turbine service technicians,20.834560638751263
New York,"  Switchboard operators, including answering service",18.381169366831575
New York,  Psychiatric technicians,18.111809196797534
New York,  Timing device assemblers and adjusters,15.239834040399025
North Carolina,  Data entry keyers,50.348295447571935
North Carolina,  Telephone operators,42.716451932832655
North Carolina,"  Grinding and polishing workers, hand",40.828822306986645
North Carolina,"  Patternmakers, metal and plastic",38.3729483592365
North Carolina,"  Forging machine setters, operators, and tenders, metal and plastic",37.472789392001495
North Carolina,"  Refractory materials repairers, except brickmasons",34.78188417765861
North Carolina,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",33.85731992978737
North Carolina,"  Loading and moving machine operators, underground mining",31.34442630932027
North Carolina,  Manufactured building and mobile home installers,27.495810502090155
North Carolina,  Prepress technicians and workers,27.467327407967584
North Dakota,  Telephone operators,38.371138693348875
North Dakota,"  Roof bolters, mining",34.2614260938957
North Dakota,"  Loading and moving machine operators, underground mining",33.39423303211279
North Dakota,"  Refractory materials repairers, except brickmasons",32.75565200885793
North Dakota,  Data entry keyers,31.1215496398405
North Dakota,"  Model makers, metal and plastic",26.958149818646447
North Dakota,"  Patternmakers, metal and plastic",25.606927284463385
North Dakota,  Manufactured building and mobile home installers,24.307819656678998
North Dakota,  Nurse practitioners,23.800032770408542
North Dakota,  Prepress technicians and workers,23.4916869779572
Ohio,"  Roof bolters, mining",53.51157117553736
Ohio,"  Model makers, metal and plastic",47.7600363922206
Ohio,  Telephone operators,46.45028375112596
Ohio,  Word processors and typists,43.383876259452215
Ohio,"  Cutters and trimmers, hand",31.47792993475607
Ohio,"  Loading and moving machine operators, underground mining",30.890296761158744
Ohio,  Payroll and timekeeping clerks,26.17657053627516
Ohio,  Print binding and finishing workers,22.295658961308284
Ohio,  Manufactured building and mobile home installers,22.167961134372337
Ohio,"  Grinding and polishing workers, hand",21.74122604641552
Oklahoma,"  Roof bolters, mining",50.55032320836828
Oklahoma,  Word processors and typists,47.26933256529064
Oklahoma,  Data scientists,36.047851120036704
Oklahoma,"  Switchboard operators, including answering service",25.167142832988016
Oklahoma,"  Office machine operators, except computer",23.842322552359807
Oklahoma,  Foundry mold and coremakers,23.257088644838976
Oklahoma,"  Aircraft structure, surfaces, rigging, and systems assemblers",20.98477061217933
Oklahoma,"  Model makers, metal and plastic",20.665702585797238
Oklahoma,  Manufactured building and mobile home installers,20.224185768794065
Oklahoma,  Medical and health services managers,20.14092258633969
Oregon,  Word processors and typists,47.74689386673814
Oregon,"  Roof bolters, mining",46.7688758328301
Oregon,  Wind turbine service technicians,32.197501118515625
Oregon,  Structural metal fabricators and fitters,27.652539897429044
Oregon,  File clerks,22.827303199657816
Oregon,"  Patternmakers, metal and plastic",19.495553225447154
Oregon,  Physical therapist assistants,18.979663227687766
Oregon,  Computer and information systems managers,16.759267641543182
Oregon,  Payroll and timekeeping clerks,16.75782254806639
Oregon,"  Door-to-door sales workers, news and street vendors, and related workers",15.695247981794072
Pennsylvania,"  Roof bolters, mining",74.3398102807905
Pennsylvania,  Word processors and typists,63.0121712094784
Pennsylvania,  Data entry keyers,50.82365576404675
Pennsylvania,  Engine and other machine assemblers,42.18548837810465
Pennsylvania,  Foundry mold and coremakers,38.621827173251894
Pennsylvania,"  Model makers, metal and plastic",37.010633820773094
Pennsylvania,  Prepress technicians and workers,31.929725161729962
Pennsylvania,  File clerks,31.83678345384529
Pennsylvania,  Order clerks,29.58377960115511
Pennsylvania,  Timing device assemblers and adjusters,25.58628206331321
Rhode Island,"  Switchboard operators, including answering service",48.36804591955931
Rhode Island,"  Patternmakers, metal and plastic",39.13099354979308
Rhode Island,  New accounts clerks,36.33648074183121
Rhode Island,  Telephone operators,34.231365571719735
Rhode Island,  Tellers,32.17873664928067
Rhode Island,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",31.29252145170701
Rhode Island,"  Office machine operators, except computer",26.508809584033717
Rhode Island,  Nurse practitioners,22.047357203040118
Rhode Island,  Data scientists,20.84472878181083
Rhode Island,  Camera and photographic equipment repairers,20.55874309396589
South Carolina,"  Refractory materials repairers, except brickmasons",33.98232595302898
South Carolina,  Telephone operators,32.96626315742517
South Carolina,  Manufactured building and mobile home installers,32.85565246943366
South Carolina,  Prepress technicians and workers,31.92623982561694
South Carolina,  Nurse practitioners,30.05933711794738
South Carolina,"  Patternmakers, metal and plastic",27.389994060856868
South Carolina,  Camera and photographic equipment repairers,27.33938626355711
South Carolina,  Payroll and timekeeping clerks,26.93369414421695
South Carolina,  Foundry mold and coremakers,24.949551184915077
South Carolina,  New accounts clerks,24.702429215611403
South Dakota,  Telephone operators,50.22536355302556
South Dakota,  Nurse practitioners,31.591871090028665
South Dakota,  Word processors and typists,26.283678611674684
South Dakota,"  Switchboard operators, including answering service",25.2764016098341
South Dakota,  Camera and photographic equipment repairers,25.051866761193065
South Dakota,"  Forging machine setters, operators, and tenders, metal and plastic",20.74309098041605
South Dakota,  Data entry keyers,20.655090690503812
South Dakota,"  Model makers, metal and plastic",20.1168386281661
South Dakota,  Foundry mold and coremakers,20.070054282724065
South Dakota,  Tellers,16.79519307395109
Tennessee,  Word processors and typists,60.203734696636275
Tennessee,"  Forging machine setters, operators, and tenders, metal and plastic",32.68101339777844
Tennessee,  Nurse practitioners,31.41147900874939
Tennessee,"  Cutters and trimmers, hand",27.675564802600448
Tennessee,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",26.913856082429273
Tennessee,  Telemarketers,26.579058670558258
Tennessee,  Engine and other machine assemblers,25.31804886846366
Tennessee,"  Grinding and polishing workers, hand",25.167913320781018
Tennessee,"  Refractory materials repairers, except brickmasons",24.529358660956323
Tennessee,  Data scientists,22.99410417470523
Texas,  Telephone operators,61.91547755915979
Texas,"  Switchboard operators, including answering service",55.025061079574215
Texas,  Foundry mold and coremakers,51.263095161003875
Texas,  Word processors and typists,48.923257921070004
Texas,"  Aircraft structure, surfaces, rigging, and systems assemblers",35.9713166476798
Texas,  Telemarketers,34.76131741281358
Texas,  Timing device assemblers and adjusters,32.45760097105244
Texas,  Manufactured building and mobile home installers,32.27522279835681
Texas,"  Patternmakers, metal and plastic",29.164439286672444
Texas,"  Office machine operators, except computer",26.180664144418
Utah,  Engine and other machine assemblers,44.79941201698205
Utah,"  Refractory materials repairers, except brickmasons",43.321142062558
Utah,  Foundry mold and coremakers,42.44682444750686
Utah,"  Switchboard operators, including answering service",39.30252509322494
Utah,  Wind turbine service technicians,38.40351447680108
Utah,  Order clerks,37.147559796195615
Utah,"  Loading and moving machine operators, underground mining",21.834011477085678
Utah,  Structural metal fabricators and fitters,21.29089611056922
Utah,"  Cutters and trimmers, hand",19.8389080191125
Utah,"  Model makers, metal and plastic",18.554780926930267
Vermont,  Telephone operators,43.628972602646705
Vermont,"  Roof bolters, mining",35.7757770579026
Vermont,"  Switchboard operators, including answering service",31.403274489545797
Vermont,"  Aircraft structure, surfaces, rigging, and systems assemblers",28.717858717087093
Vermont,  Medical and health services managers,26.679760025276856
Vermont,  File clerks,25.619462055212246
Vermont,  Telemarketers,23.25510305018788
Vermont,  Tellers,21.491940479542635
Vermont,  Camera and photographic equipment repairers,19.07419839595013
Vermont,"  Office machine operators, except computer",18.67808797202353
Virginia,  Nurse practitioners,42.57811669695517
Virginia,  Engine and other machine assemblers,40.46085337835818
Virginia,"  Patternmakers, metal and plastic",31.944724333146073
Virginia,  Manufactured building and mobile home installers,30.021357146606686
Virginia,  Telemarketers,27.33104206604887
Virginia,"  Cutters and trimmers, hand",26.306324578350733
Virginia,  Telephone operators,23.941505340198447
Virginia,  Structural metal fabricators and fitters,23.84030857472343
Virginia,"  Forging machine setters, operators, and tenders, metal and plastic",22.640499933926215
Virginia,"  Drilling and boring machine tool setters, operators, and tenders, metal and plastic",21.629232762881752
Washington,  Telephone operators,38.5060547172397
Washington,"  Model makers, metal and plastic",28.169839219991783
Washington,"  Patternmakers, metal and plastic",23.87021730331516
Washington,  Data scientists,23.317830943852776
Washington,  Foundry mold and coremakers,21.288749378949106
Washington,  Veterinary assistants and laboratory animal caretakers,20.783702236707338
Washington,  Solar photovoltaic installers,20.35476209540834
Washington,  Timing device assemblers and adjusters,20.352691137181772
Washington,  File clerks,18.393551339558492
Washington,  Nurse practitioners,17.511968485893632
West Virginia,  Word processors and typists,52.899951832360976
West Virginia,  Financial examiners,44.85657366687005
West Virginia,"  Switchboard operators, including answering service",37.92906670591045
West Virginia,  Medical and health services managers,35.38312680144763
West Virginia,  Engine and other machine assemblers,33.600457468623496
West Virginia,"  Grinding and polishing workers, hand",33.360408539411154
West Virginia,  Wind turbine service technicians,30.693746441441768
West Virginia,"  Model makers, metal and plastic",26.14957924882389
West Virginia,"  Nursing instructors and teachers, postsecondary",23.773272960053124
West Virginia,  New accounts clerks,22.645141892227404
Wisconsin,"  Roof bolters, mining",31.99084329183934
Wisconsin,"  Loading and moving machine operators, underground mining",30.171396876755637
Wisconsin,"  Switchboard operators, including answering service",29.653378859338616
Wisconsin,"  Forging machine setters, operators, and tenders, metal and plastic",27.56796439959743
Wisconsin,"  Cutters and trimmers, hand",27.331428716259367
Wisconsin,  Timing device assemblers and adjusters,25.78967201485851
Wisconsin,  Tellers,25.091853195225593
Wisconsin,  Manufactured building and mobile home installers,24.293948362111095
Wisconsin,  Engine and other machine assemblers,20.795680094751255
Wisconsin,  Telemarketers,18.41209899481056
Wyoming,  Engine and other machine assemblers,49.68347902142399
Wyoming,  Data entry keyers,40.92394429886612
Wyoming,  Telemarketers,32.63740535645202
Wyoming,"  Aircraft structure, surfaces, rigging, and systems assemblers",31.479467851240305
Wyoming,  Telephone operators,31.009230544610354
Wyoming,"  Cutters and trimmers, hand",30.592230749254032
Wyoming,"  Switchboard operators, including answering service",30.219491978407792
Wyoming,  Word processors and typists,26.61947390915753
Wyoming,  New accounts clerks,24.39279844715058
Wyoming,  Tellers,23.324703113636676
